title,thumb,link,image_link,
"Now you see it, by Cathy N. Davidson",#NAME?,http://www.amazon.com/gp/product/0670022829/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399373&creativeASIN=0670022829,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0670022829&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Show Your Work!: 10 Things Nobody Told You About Getting Discovered, by Austin Kleon",#NAME?,https://www.amazon.com/gp/product/076117897X/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=076117897X&linkCode=as2&linkId=830a2c040b347f5ea6a600410d6162cb,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=076117897X&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"Sketching User Experiences: Getting the Design Right and the Right Design, by Bill Buxton",#NAME?,http://www.amazon.com/gp/product/0123740371/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=0123740371,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0123740371&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Steal Like An Artist, by Austin Kleon",#NAME?,https://www.amazon.com/gp/product/0761169253/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0761169253&linkCode=as2&linkId=2cac135bcbe38ee4d971329c17ae3049,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=0761169253&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"Universal Principles of Design, Revised and Updated, by William Lidwell, Kritina Holden, Jill Butler",#NAME?,http://www.amazon.com/gp/product/1592535879/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399373&creativeASIN=1592535879,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=1592535879&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Visual Language for Designers: Principles for Creating Graphics that People Understand, by Connie Malamed",#NAME?,http://www.amazon.com/gp/product/1592537413/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399373&creativeASIN=1592537413,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=1592537413&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Visual Thinking: for Design, by Colin Ware",#NAME?,http://www.amazon.com/gp/product/0123708966/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=0123708966,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0123708966&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Art of Plain Talk, by Rudolf Flesch",#NAME?,http://www.amazon.com/gp/product/0060321903/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399373&creativeASIN=0060321903,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0060321903&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Better Presentations: A Guide for Scholars, Researchers, and Wonks, by Jon Schwabish",#NAME?,https://www.amazon.com/gp/product/0231175213/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0231175213&linkCode=as2&linkId=81f53823e3b5fd747188aa656b121ab9,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=0231175213&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"Building Stories, by Chris Ware",#NAME?,http://www.amazon.com/gp/product/0375424334/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=1789&creative=9325&creativeASIN=0375424334,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0375424334&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"The Chicago Guide to Writing about Numbers (Chicago Guides to Writing, Editing, and Publishing), by Jane E. Miller",#NAME?,http://www.amazon.com/gp/product/0226526313/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=0226526313,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0226526313&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"The Elements of Style, by William Strunk and E B White",#NAME?,http://www.amazon.com/gp/product/0205313426/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=1789&creative=9325&creativeASIN=0205313426,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0205313426&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"The Elements of Journalism: What Newspeople Should Know and the Public Should Expect, by Bill Kovach",#NAME?,https://www.amazon.com/gp/product/0804136785/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0804136785&linkCode=as2&linkId=c937068a2d7d5ea9451df67abaf89305,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=0804136785&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"The Elements of Typographic Style, by Robert Bringhurst",#NAME?,http://www.amazon.com/gp/product/0881792128/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0881792128&linkCode=as2&linkId=DUG5EBMDLEFOTNDY,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=0881792128&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1,
"Graphic Storytelling and Visual Narrative, by Will Eisner",#NAME?,http://www.amazon.com/gp/product/039333127X/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=039333127X&linkCode=as2&linkId=H6MTR2MGVUU2DZGT,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=039333127X&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1,
"How About never - is Never Good for You?: My Life in Cartoons, by Bob Mankoff",#NAME?,https://www.amazon.com/gp/product/125006242X/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=125006242X&linkCode=as2&linkId=ff0e1a361c2fa19998a30996c3c2569c,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=125006242X&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"The Jelly Effect: How to Make Your Communication Stick, by Andy Bounds",#NAME?,http://www.amazon.com/gp/product/0857080466/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399373&creativeASIN=0857080466,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0857080466&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Made to Stick: Why Some Ideas Survive and Others Die, by Chip and Dan Heath",#NAME?,http://www.amazon.com/gp/product/1400064287/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=1400064287,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=1400064287&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"The Naked Cartoonist: A New Way to Enhance Your Creativity, by Robert Mankoff",#NAME?,http://www.amazon.com/gp/product/1579122361/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1579122361&linkCode=as2&linkId=4WKXEZB4DFZ2Y5TE,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=1579122361&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1,
"Presentation Zen Design: Simple Design Principles and Techniques to Enhance Your Presentations, by Garr Reynolds",#NAME?,http://www.amazon.com/gp/product/0321668790/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=0321668790,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0321668790&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Presentation Zen: Simple Ideas on Presentation Design and Delivery, by Garr Reynolds",#NAME?,http://www.amazon.com/gp/product/0321525655/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=0321525655,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0321525655&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"slide:ology: The Art and Science of Creating Great Presentations, by Nancy Duarte",#NAME?,http://www.amazon.com/gp/product/0596522347/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=0596522347,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0596522347&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Style: Lessons in Clarity and Grace, by Joseph M Williams",#NAME?,http://www.amazon.com/gp/product/B00BFFGGGG/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=B00BFFGGGG&linkCode=as2&linkId=SSVTEJUAR7SJWECF,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B00BFFGGGG&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1,
"Switch: How to Change Things When Change Is Hard, by Chip and Dan Heath",#NAME?,http://www.amazon.com/gp/product/0385528752/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=0385528752,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0385528752&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Thinking With Type, by Ellen Lupton",#NAME?,http://www.amazon.com/gp/product/1568989695/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=1789&creative=9325&creativeASIN=1568989695,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=1568989695&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Understanding Comics: The Invisible Art, by Scott Mccloud",#NAME?,http://www.amazon.com/gp/product/006097625X/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=006097625X,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=006097625X&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"The Art of Looking Sideways, by Alan Fletcher",#NAME?,http://www.amazon.com/gp/product/0714834491/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=0714834491,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0714834491&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Art: The Whole Story, by Stephen Farthing",#NAME?,http://www.amazon.com/gp/product/050028895X/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399373&creativeASIN=050028895X,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=050028895X&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"The Back of the Napkin (Expanded Edition): Solving Problems and Selling Ideas with Pictures, by Dan Roam",#NAME?,http://www.amazon.com/gp/product/1591843065/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=1591843065,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=1591843065&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
